taxon	mean_sterile	mean_muck	U	p_value	q_value	log2FC_muck_over_sterile	short
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Acutalibacter	0.001195253054453129	0.0000228385819778212	24.5	1	1	-4.975910909762602	Acutalibacter
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Xanthobacteraceae;g__Afipia	0.0000029322990788671162	0	21.5	1	1	-0.24792751344358538	Afipia
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes	0.0000022144274376417234	0	24	1	1	-0.1910536175707119	Alcaligenes
d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis	0.00002044766760271545	0	22.5	1	1	-1.206321400538478	Anaerofustis
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;__	0	0.000005881142117799277	26.5	1	1	0.46054114419621917	Anaerolineaceae (family)
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis	0	0.000005107774032076821	26.5	1	1	0.4077403855454603	Anaerolineae (Incertae Sedis)
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Aridibacter	0	0.000005881142117799277	26.5	1	1	0.46054114419621917	Aridibacter
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Asinibacterium	0.0000922534441285808	0	22.5	1	1	-2.7863793094311715	Asinibacterium
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Aurantisolimonas	0	0.00001532332209623046	26.5	1	1	0.9853686762113641	Aurantisolimonas
d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.000012352755158510554	0	22.5	1	1	-0.8398565988420962	Bacillus
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Bdellovibrio	0	0.0000054501853063004136	26.5	1	1	0.43135680436877033	Bdellovibrio
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0.000007099583491101855	0	24	1	1	-0.5399961797091442	Bilophila
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium	0.0000047844188981637374	0.000008175277959450621	24.5	1	1	0.22160313247431504	Brachybacterium
d__Bacteria;p__Bacillota;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus	0.0000068335884539689486	0	22.5	1	1	-0.5230200498073473	Brevibacillus
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;__	0.000024358701814058958	0	24	1	1	-1.3547728636836855	Butyricicoccaceae (family)
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Incertae_Sedis	0.00004928819901632625	0.00013164645244343994	24.5	1	1	1.1817209526883732	Butyricicoccaceae (Incertae Sedis)
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;__	0.000223266233244931	0.0011119033445860698	24	1	1	2.2386715935911443	Caloramatoraceae (family)
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Candidatus_Berkiella	0	0.000008175277959450621	26.5	1	1	0.6066808084266594	Candidatus Berkiella
d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrososphaera	0.000005111916900678862	0	22.5	1	1	-0.4080284457479391	Candidatus Nitrososphaera
d__Bacteria;p__Cyanobacteriota;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Candidatus_Obscuribacter	0	0.000008733115975780158	26.5	1	1	0.640085610933001	Candidatus Obscuribacter
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Caproiciproducens	0.000015335750702036587	0	22.5	1	1	-0.9859476745022604	Caproiciproducens
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CCM19a;f__Incertae_Sedis;g__Incertae_Sedis	0	0.000005107774032076821	26.5	1	1	0.4077403855454603	CCM19a (Incertae Sedis)
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Incertae_Sedis	0	0.000010215548064153642	26.5	1	1	0.7252724300911995	Chitinophagaceae (Incertae Sedis)
d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	0.0000036004378132380897	0.00017349369247507868	24.5	1	1	3.297265034436526	Christensenellaceae R-7 group
d__Bacteria;p__Bacillota;c__Clostridia;__;__;__	0.000010223833801357724	0	22.5	1	1	-0.7257347050453783	Clostridia (class)
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Defluviimonas	0.000005125191340476711	0	22.5	1	1	-0.40895105132313786	Defluviimonas
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Dermacoccus	0.000008857709750566894	0	24	1	1	-0.6474421100667628	Dermacoccus
d__Bacteria;p__Bacillota;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Incertae_Sedis;__	0	0.000008821713176698916	26.5	1	1	0.6453205833719668	Desulfitobacteriales (order)
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Devosia	0.000009624408830984677	0.000006215684243240444	24	1	1	-0.2091074207017252	Devosia
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Mycobacteriales;f__Dietziaceae;g__Dietzia	0.00000664328231292517	0	24	1	1	-0.5107507144597154	Dietzia
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix	0.0005666669203683219	0.00007159277001120474	24	1	1	-2.7388527246997296	Erysipelothrix
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;__	0	0.000011762284235598554	26.5	1	1	0.8090980793191406	Erysipelotrichaceae (family)
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;__	0	0.00001003461943705785	26.5	1	1	0.7151410148417618	Family XI (family)
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter	0.0000050159507233000945	0.000015051929155586774	24.5	1	1	0.5713263400248922	Ferruginibacter
d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus	0.00010421222392302645	0	22.5	1	1	-2.9380302125831967	Fictibacillus
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Incertae_Sedis	0.0000019548660525780773	0.00000766166104811523	24.5	1	1	0.40529978927607185	Fimbriimonadaceae (Incertae Sedis)
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter	0	0.00001470285529449819	26.5	1	1	0.9561642378268118	Flavihumibacter
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.000003909732105156155	0	21.5	1	1	-0.3219280948873623	Flavobacterium
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Flectobacillus	0.0000019548660525780773	0	21.5	1	1	-0.16992500144231226	Flectobacillus
d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gottfriedia	0.000021298750473305565	0	24	1	1	-1.2399515498971185	Gottfriedia
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;__	0	0.000005881142117799277	26.5	1	1	0.46054114419621917	Halieaceae (family)
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	0.000034210155920116356	0.000026465139530096744	23.5	1	1	-0.24360737626382134	Hydrogenophaga
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	0.000004887165131445193	0.00001907564857205145	24.5	1	1	0.7580825065361709	Hyphomicrobium
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__Incertae_Sedis	0.000004728847863506535	0.000005075240439515822	24.5	1	1	0.024329456321065215	JG30-KF-CM45 (Incertae Sedis)
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Kaistiaceae;g__Kaistia	0.000022448475161868357	0	24	1	1	-1.284172280194863	Kaistia
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter	0	0.000028092757176422515	26.5	1	1	1.4835372942584084	Lacibacter
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Longivirga	0	0.000012769435080192052	26.5	1	1	0.8611740631077246	Longivirga
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Luteimonas	0.0000025079753616500472	0	21.5	1	1	-0.21458175457866557	Luteimonas
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus	0	0.00001003461943705785	26.5	1	1	0.7151410148417618	Mariniblastus
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia	0.000004887165131445193	0	21.5	1	1	-0.39231742277876014	Massilia
d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus	0	0.000005107774032076821	26.5	1	1	0.4077403855454603	Meiothermus
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Mesorhizobium	0.00001755582753155033	0	21.5	1	1	-1.0858136826384017	Mesorhizobium
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus	0.000004728847863506535	0	23	1	1	-0.3811468155771375	Methylobacillus
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Methylobacterium	0.000020500765361906844	0.000007612860659273733	24.5	1	1	-0.6362425552046516	Methylobacterium
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;__	0	0.00000766166104811523	26.5	1	1	0.5752247907183841	Methylococcaceae (family)
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	0.00001195877979444566	0	22.5	1	1	-0.819406804289697	Mucilaginibacter
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides	0.0000025079753616500472	0.0000041437894954936285	23.5	1	1	0.12451723214256552	Nocardioides
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	0.00008003560733074407	0.00010400801938096169	24	1	1	0.3225766936102934	Novosphingobium
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__OLB12	0	0.000005881142117799277	26.5	1	1	0.46054114419621917	OLB12
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus	0	0.000005881142117799277	26.5	1	1	0.46054114419621917	Oligoflexus
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	0.00008744401645184425	0.00009210481748349146	24	1	1	0.06379847124071791	Oscillibacter
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42	0	0.000005107774032076821	26.5	1	1	0.4077403855454603	P3OB-42
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paraclostridium	0.0001612440877167837	0.00024147036342158295	24.5	1	1	0.5395862188940863	Paraclostridium
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus	0.000012179350907029479	0	24	1	1	-0.8308915235874258	Paracoccus
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Pedosphaerales;f__Pedosphaeraceae;g__Incertae_Sedis	0	0.00000766166104811523	26.5	1	1	0.5752247907183841	Pedosphaeraceae (Incertae Sedis)
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__	0	0.000015051929155586774	26.5	1	1	0.9726672961615571	Pirellulaceae (family)
d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia	0	0.000011762284235598554	26.5	1	1	0.8090980793191406	Priestia
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Pleomorphomonadaceae;g__Prosthecomicrobium	0	0.00000766166104811523	26.5	1	1	0.5752247907183841	Prosthecomicrobium
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Incertae_Sedis	0	0.000025538870160384105	26.5	1	1	1.3967250410995748	Pseudobdellovibrionaceae (Incertae Sedis)
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__RBG-13-54-9;f__Incertae_Sedis;g__Incertae_Sedis	0	0.0000054501853063004136	26.5	1	1	0.43135680436877033	RBG-13-54-9 (Incertae Sedis)
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rickettsiellales;f__Rickettsiellaceae;g__Rickettsiella	0.00000483998993282094	0	23	1	1	-0.38899785514675417	Rickettsiella
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__	0.0000023644239317532675	0	23	1	1	-0.20312390908925593	Rikenellaceae (family)
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Incertae_Sedis	0	0.00000766166104811523	26.5	1	1	0.5752247907183841	Rubinisphaeraceae (Incertae Sedis)
d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter	0	0.000011644154634373546	26.5	1	1	0.8028650190684646	Rubrobacter
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Saccharedens	0.000009001094533095225	0	21.5	1	1	-0.6558619374263207	Saccharedens
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter	0	0.00001764342635339783	26.5	1	1	1.089615847252202	Sandaracinobacter
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	0.0000037058265475531663	0	22.5	1	1	-0.3068007923218689	Sarcina
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	0.000004428854875283447	0	24	1	1	-0.35973960163551877	Solirubrobacter
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Incertae_Sedis	0	0.000020431096128307284	26.5	1	1	1.2056587424433625	Sphingomonadaceae (Incertae Sedis)
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter	0	0.0000054501853063004136	26.5	1	1	0.43135680436877033	Stenotrophobacter
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis	0	0.0000054501853063004136	26.5	1	1	0.43135680436877033	Sumerlaeia (Incertae Sedis)
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;__	0	0.00001764342635339783	26.5	1	1	1.089615847252202	Tannerellaceae (family)
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__Terrimicrobiaceae;g__Terrimicrobium	0	0.000008175277959450621	26.5	1	1	0.6066808084266594	Terrimicrobium
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas	0	0.000016350555918901242	26.5	1	1	1.0324560742809308	Terrimonas
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;__;__;__	0.00000473305566073457	0	24	1	1	-0.38144483246094224	Thermoplasmata (class)
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Verrucomicrobiaceae;__	0	0.0000054501853063004136	26.5	1	1	0.43135680436877033	Verrucomicrobiaceae (family)
