	SubjectID1	SubjectID2	Group1	Group2	Distance
152	SS094	SS087	Sterile	Sterile	0.9074
153	SS004	SS007	Sterile	Muck	0.9212
154	SS004	SS011	Sterile	Muck	0.4212
155	SS004	SS019	Sterile	Muck	0.7518
156	SS004	SS028	Sterile	Muck	0.804
157	SS004	SS040	Sterile	Muck	0.75
158	SS004	SS052	Sterile	Muck	0.7758
159	SS004	SS064	Sterile	Muck	0.795
160	SS004	SS076	Sterile	Muck	0.7026
161	SS004	SS090	Sterile	Muck	0.7434
162	SS004	SS095	Sterile	Muck	0.4682
163	SS016	SS007	Sterile	Muck	0.9258
164	SS016	SS011	Sterile	Muck	0.6094
165	SS016	SS019	Sterile	Muck	0.735
166	SS016	SS028	Sterile	Muck	0.7702
167	SS016	SS040	Sterile	Muck	0.719
168	SS016	SS052	Sterile	Muck	0.6946
169	SS016	SS064	Sterile	Muck	0.7358
170	SS016	SS076	Sterile	Muck	0.6544
171	SS016	SS090	Sterile	Muck	0.729
172	SS016	SS095	Sterile	Muck	0.5946
173	SS023	SS007	Sterile	Muck	0.9586
174	SS023	SS011	Sterile	Muck	0.6496
175	SS023	SS019	Sterile	Muck	0.805
176	SS023	SS028	Sterile	Muck	0.8762
177	SS023	SS040	Sterile	Muck	0.8026
178	SS023	SS052	Sterile	Muck	0.8002
179	SS023	SS064	Sterile	Muck	0.8172
180	SS023	SS076	Sterile	Muck	0.7568
181	SS023	SS090	Sterile	Muck	0.8612
182	SS023	SS095	Sterile	Muck	0.8158
183	SS031	SS007	Sterile	Muck	0.8824
184	SS031	SS011	Sterile	Muck	0.8278
185	SS031	SS019	Sterile	Muck	0.552
186	SS031	SS028	Sterile	Muck	0.8424
187	SS031	SS040	Sterile	Muck	0.714
188	SS031	SS052	Sterile	Muck	0.7624
189	SS031	SS064	Sterile	Muck	0.7588
190	SS031	SS076	Sterile	Muck	0.6582
191	SS031	SS090	Sterile	Muck	0.7904
192	SS031	SS095	Sterile	Muck	0.8512
193	SS043	SS007	Sterile	Muck	0.9322
194	SS043	SS011	Sterile	Muck	0.6894
195	SS043	SS019	Sterile	Muck	0.8138
196	SS043	SS028	Sterile	Muck	0.8764
197	SS043	SS040	Sterile	Muck	0.8544
198	SS043	SS052	Sterile	Muck	0.8332
199	SS043	SS064	Sterile	Muck	0.8664
200	SS043	SS076	Sterile	Muck	0.8054
201	SS043	SS090	Sterile	Muck	0.8294
202	SS043	SS095	Sterile	Muck	0.6554
203	SS047	SS007	Sterile	Muck	0.9418
204	SS047	SS011	Sterile	Muck	0.3956
205	SS047	SS019	Sterile	Muck	0.6908
206	SS047	SS028	Sterile	Muck	0.8578
207	SS047	SS040	Sterile	Muck	0.804
208	SS047	SS052	Sterile	Muck	0.8164
209	SS047	SS064	Sterile	Muck	0.8306
210	SS047	SS076	Sterile	Muck	0.774
211	SS047	SS090	Sterile	Muck	0.7784
212	SS047	SS095	Sterile	Muck	0.3836
213	SS054	SS007	Sterile	Muck	0.3666
214	SS054	SS011	Sterile	Muck	0.9596
215	SS054	SS019	Sterile	Muck	0.7368
216	SS054	SS028	Sterile	Muck	0.6174
217	SS054	SS040	Sterile	Muck	0.6258
218	SS054	SS052	Sterile	Muck	0.5164
219	SS054	SS064	Sterile	Muck	0.5352
220	SS054	SS076	Sterile	Muck	0.588
221	SS054	SS090	Sterile	Muck	0.4602
222	SS054	SS095	Sterile	Muck	0.9686
223	SS059	SS007	Sterile	Muck	0.9156
224	SS059	SS011	Sterile	Muck	0.4282
225	SS059	SS019	Sterile	Muck	0.6818
226	SS059	SS028	Sterile	Muck	0.876
227	SS059	SS040	Sterile	Muck	0.8328
228	SS059	SS052	Sterile	Muck	0.8486
229	SS059	SS064	Sterile	Muck	0.878
230	SS059	SS076	Sterile	Muck	0.785
231	SS059	SS090	Sterile	Muck	0.7812
232	SS059	SS095	Sterile	Muck	0.4074
233	SS063	SS007	Sterile	Muck	0.951
234	SS063	SS011	Sterile	Muck	0.449
235	SS063	SS019	Sterile	Muck	0.8462
236	SS063	SS028	Sterile	Muck	0.8124
237	SS063	SS040	Sterile	Muck	0.8316
